image_id,identity,path
1468,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160172_20190216231937.JPG
242,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100313_20190210173052.JPG
4129,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020544_20190202043913.JPG
1324,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160078_20190216190026.JPG
966,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150172_20190215225440.JPG
1742,nuclei,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_bN2A_AucklandIsland__D2_1_40_SD108_20190301_02190038_20190219221157.JPG
1285,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160039_20190216185754.JPG
1358,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160112_20190216190228.JPG
2654,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110751_20190211203820.JPG
2475,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100327_20190210173148.JPG
363,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110624_20190211165850.JPG
2922,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020364_20190202043115.JPG
3104,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200071_20190220101011.JPG
1456,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160513_20190216222229.JPG
2632,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110718_20190211171652.JPG
2338,nuclei,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02240310_20190224215028.JPG
3813,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_fI6t_AucklandIsland_B2_5_35_SD41_20190220_02180463_20190218070604.JPG
12,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100032_20190210155308.JPG
2150,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230154_20190223030852.JPG
1578,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02170277_20190217140304.JPG
350,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110579_20190211130325.JPG
981,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150187_20190215225532.JPG
175,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100203_20190210162116.JPG
1440,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160497_20190216222132.JPG
75,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100103_20190210160137.JPG
294,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110456_20190211053826.JPG
1169,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160377_20190216061332.JPG
1517,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160218_20190216232245.JPG
435,taki,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_y7TW_AucklandIsland_D2_6_26_SD63_20190211_02040038_20190204184544.JPG
1356,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160110_20190216190223.JPG
1386,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160140_20190216190351.JPG
574,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110409_20190211004044_cat.JPG
227,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100298_20190210172921.JPG
2785,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300085_20190130063552.JPG
1331,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160085_20190216190123.JPG
3219,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300236_20190130065317.JPG
235,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100306_20190210172931.JPG
1178,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160386_20190216061402.JPG
762,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4J67_AucklandIsland_B2_1_34_SD84_20190215_02140020_20190214231755_cat.JPG
2900,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020330_20190202042937.JPG
2214,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230221_20190223061928.JPG
3182,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250249_20190225003843.JPG
667,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02120449_20190212044747_cat.JPG
722,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02130910_20190213135622.JPG
2980,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020446_20190202043415.JPG
1384,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160138_20190216190336.JPG
686,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02120885_20190212113132.JPG
1320,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160074_20190216185949.JPG
2589,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110653_20190211170216.JPG
1078,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160286_20190216060634.JPG
2538,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110506_20190211125524.JPG
918,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150124_20190215225145.JPG
1528,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160229_20190216232315.JPG
771,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4J67_AucklandIsland_B2_1_34_SD84_20190215_02140029_20190214231821_cat.JPG
59,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100087_20190210160012.JPG
1112,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160320_20190216060903.JPG
2370,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_P4tX_AucklandIsland_B2_3_30_SD61_20190301_02240019_20190224222316.JPG
4008,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300091_20190130063649.JPG
2341,nuclei,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02240313_20190224215039.JPG
1325,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160079_20190216190029.JPG
716,taki,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_WKiV_AucklandIsland_D1_3_A_SD50_20190222_02130001_20190213111422.JPG
368,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110629_20190211165931.JPG
1180,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160388_20190216061406.JPG
1469,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160173_20190216231938.JPG
872,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150078_20190215224958.JPG
959,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150165_20190215225400.JPG
72,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100100_20190210160133.JPG
1394,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160148_20190216190535.JPG
2663,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110760_20190211203839.JPG
1017,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160225_20190216060336.JPG
223,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100294_20190210172913.JPG
587,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110460_20190211054136.JPG
2892,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020320_20190202042922.JPG
2287,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230293_20190223062253.JPG
2146,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230150_20190223030817.JPG
550,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100247_20190210162430.JPG
1010,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160218_20190216060320.JPG
4146,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200026_20190220100604.JPG
565,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110400_20190211004027_cat.JPG
2474,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100326_20190210173147.JPG
2249,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230255_20190223062051.JPG
1307,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160061_20190216185916.JPG
2505,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110403_20190211004717.JPG
93,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100121_20190210160302.JPG
30,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100051_20190210155525.JPG
1586,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02170285_20190217140341.JPG
487,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_TP5r_AucklandIsland_B2_3_30_SD56_20190212_02060004_20190206121324_cat.JPG
1256,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160464_20190216061832.JPG
727,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02130920_20190213135742.JPG
1374,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160128_20190216190309.JPG
1062,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160270_20190216060556.JPG
1467,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160171_20190216231930.JPG
676,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02120866_20190212052125.JPG
897,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150103_20190215225104.JPG
2695,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110799_20190211224532.JPG
2056,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230060_20190223025659.JPG
1188,linja,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160396_20190216061429.JPG
4162,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200128_20190220101232.JPG
3137,matt,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200105_20190220101147.JPG
601,bethilda,/Users/fmb/GitHub/764WildlifeReID/data/formatted_datasets/FeralCatsAkl_hidiff/20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110581_20190211130334.JPG
