,image_id,identity,path,split
64,1169,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160377_20190216061332_1169.JPG,train
65,1517,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160218_20190216232245_1517.JPG,test
66,435,taki,20190801_y7TW_AucklandIsland_D2_6_26_SD63_20190211_02040038_20190204184544_435.JPG,train
67,1356,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160110_20190216190223_1356.JPG,test
68,1386,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160140_20190216190351_1386.JPG,train
69,574,linja,20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110409_20190211004044_cat_574.JPG,train
70,227,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100298_20190210172921_227.JPG,train
71,2785,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300085_20190130063552_2785.JPG,train
72,1331,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160085_20190216190123_1331.JPG,train
73,3219,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300236_20190130065317_3219.JPG,test
74,235,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100306_20190210172931_235.JPG,train
75,1178,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160386_20190216061402_1178.JPG,train
76,762,linja,20190801_4J67_AucklandIsland_B2_1_34_SD84_20190215_02140020_20190214231755_cat_762.JPG,test
77,2900,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020330_20190202042937_2900.JPG,train
78,2214,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230221_20190223061928_2214.JPG,train
79,3182,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250249_20190225003843_3182.JPG,train
80,667,linja,20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02120449_20190212044747_cat_667.JPG,train
81,722,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02130910_20190213135622_722.JPG,train
82,2980,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020446_20190202043415_2980.JPG,train
83,1384,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160138_20190216190336_1384.JPG,train
84,686,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02120885_20190212113132_686.JPG,test
85,1320,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160074_20190216185949_1320.JPG,train
86,2589,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110653_20190211170216_2589.JPG,train
87,1078,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160286_20190216060634_1078.JPG,train
88,2538,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110506_20190211125524_2538.JPG,train
89,918,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150124_20190215225145_918.JPG,train
90,1528,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160229_20190216232315_1528.JPG,train
91,771,linja,20190801_4J67_AucklandIsland_B2_1_34_SD84_20190215_02140029_20190214231821_cat_771.JPG,train
92,59,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100087_20190210160012_59.JPG,train
93,1112,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160320_20190216060903_1112.JPG,train
94,2370,linja,20190801_P4tX_AucklandIsland_B2_3_30_SD61_20190301_02240019_20190224222316_2370.JPG,test
95,4008,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300091_20190130063649_4008.JPG,train
96,2341,nuclei,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02240313_20190224215039_2341.JPG,train
97,1325,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160079_20190216190029_1325.JPG,train
98,716,taki,20190801_WKiV_AucklandIsland_D1_3_A_SD50_20190222_02130001_20190213111422_716.JPG,train
99,368,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110629_20190211165931_368.JPG,test
100,1180,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160388_20190216061406_1180.JPG,train
101,1469,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160173_20190216231938_1469.JPG,test
102,872,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150078_20190215224958_872.JPG,train
103,959,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150165_20190215225400_959.JPG,train
104,72,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100100_20190210160133_72.JPG,test
105,1394,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160148_20190216190535_1394.JPG,train
106,2663,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110760_20190211203839_2663.JPG,train
107,1017,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160225_20190216060336_1017.JPG,train
108,223,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100294_20190210172913_223.JPG,test
109,587,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110460_20190211054136_587.JPG,train
110,2892,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020320_20190202042922_2892.JPG,train
111,2287,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230293_20190223062253_2287.JPG,train
112,2146,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230150_20190223030817_2146.JPG,train
113,550,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100247_20190210162430_550.JPG,train
114,1010,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160218_20190216060320_1010.JPG,train
115,4146,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200026_20190220100604_4146.JPG,test
116,565,linja,20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02110400_20190211004027_cat_565.JPG,test
117,2474,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100326_20190210173147_2474.JPG,train
118,2249,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230255_20190223062051_2249.JPG,train
119,1307,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160061_20190216185916_1307.JPG,train
120,2505,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110403_20190211004717_2505.JPG,train
121,93,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100121_20190210160302_93.JPG,test
122,30,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100051_20190210155525_30.JPG,train
123,1586,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02170285_20190217140341_1586.JPG,train
124,487,linja,20190801_TP5r_AucklandIsland_B2_3_30_SD56_20190212_02060004_20190206121324_cat_487.JPG,train
125,1256,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160464_20190216061832_1256.JPG,train
126,727,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02130920_20190213135742_727.JPG,train
127,1374,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160128_20190216190309_1374.JPG,train
128,1062,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160270_20190216060556_1062.JPG,test
129,1467,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160171_20190216231930_1467.JPG,test
130,676,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02120866_20190212052125_676.JPG,test
131,897,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150103_20190215225104_897.JPG,test
132,2695,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110799_20190211224532_2695.JPG,train
133,2056,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230060_20190223025659_2056.JPG,train
134,1188,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160396_20190216061429_1188.JPG,train
135,4162,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200128_20190220101232_4162.JPG,train
136,3137,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200105_20190220101147_3137.JPG,train
137,601,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110581_20190211130334_601.JPG,train
138,1348,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160102_20190216190202_1348.JPG,test
139,313,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110528_20190211125643_313.JPG,train
140,1752,nuclei,20190801_bN2A_AucklandIsland__D2_1_40_SD108_20190301_02190048_20190219221233_1752.JPG,test
141,389,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110650_20190211170204_389.JPG,train
142,1500,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160204_20190216232116_1500.JPG,train
143,2865,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300198_20190130064302_2865.JPG,test
144,2812,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300132_20190130063856_2812.JPG,train
145,1278,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160032_20190216185731_1278.JPG,train
146,3175,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250242_20190225003833_3175.JPG,test
147,81,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100109_20190210160203_81.JPG,train
148,3396,matt,20190801_fI6t_AucklandIsland_B2_5_35_SD41_20190220_02170037_20190217235646_3396.JPG,test
149,2469,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100321_20190210173139_2469.JPG,train
150,2965,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020421_20190202043321_2965.JPG,test
151,1475,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160179_20190216231952_1475.JPG,train
152,199,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100227_20190210162224_199.JPG,train
153,3075,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200042_20190220100646_3075.JPG,test
154,493,linja,20190801_TP5r_AucklandIsland_B2_3_30_SD56_20190212_02060010_20190206121341_cat_493.JPG,train
155,2727,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02120848_20190212020013_2727.JPG,train
156,2699,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110803_20190211224538_2699.JPG,train
157,613,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110787_20190211203942_613.JPG,train
158,1973,linja,20190801_72Fz_AucklandIsland_B2_4_12_SD25_20190222_02210272_20190221213456_1973.JPG,train
159,2817,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300137_20190130063954_2817.JPG,train
160,2742,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02120890_20190212113225_2742.JPG,train
161,2703,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110807_20190211224554_2703.JPG,test
162,2491,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110372_20190211003619_2491.JPG,train
163,728,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02130923_20190213135746_728.JPG,train
164,4031,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300147_20190130064031_4031.JPG,train
165,2603,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110675_20190211171345_2603.JPG,train
166,3493,matt,20190801_fI6t_AucklandIsland_B2_5_35_SD41_20190220_02180135_20190218000034_3493.JPG,train
167,2184,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230190_20190223061816_2184.JPG,test
168,2642,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110732_20190211203610_2642.JPG,train
169,997,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150204_20190215225808_997.JPG,train
170,2598,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110670_20190211171327_2598.JPG,train
171,865,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150071_20190215224936_865.JPG,train
172,445,taki,20190801_y7TW_AucklandIsland_D2_6_26_SD63_20190211_02040048_20190204184557_445.JPG,train
173,116,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100144_20190210160600_116.JPG,test
174,1413,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160167_20190216190927_1413.JPG,train
175,151,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100179_20190210161520_151.JPG,test
176,3393,matt,20190801_fI6t_AucklandIsland_B2_5_35_SD41_20190220_02170034_20190217235642_3393.JPG,train
177,204,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100232_20190210162247_204.JPG,train
178,2017,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230021_20190223025446_2017.JPG,test
179,4053,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300266_20190130174632_4053.JPG,train
180,2354,nuclei,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02240326_20190224215107_2354.JPG,train
181,2041,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230045_20190223025610_2041.JPG,train
182,711,bethilda,20190801_RmM3_AucklandIsland_MB2_19_SD128_20190219_02130067_20190213033502_711.JPG,train
183,960,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02150166_20190215225406_960.JPG,train
184,1541,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160242_20190216232413_1541.JPG,train
185,4024,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300115_20190130063829_4024.JPG,train
186,279,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110402_20190211003936_279.JPG,train
187,2883,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300216_20190130064357_2883.JPG,test
188,2779,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300068_20190130063520_2779.JPG,train
189,2606,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110678_20190211171350_2606.JPG,train
190,1400,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160154_20190216190854_1400.JPG,train
191,338,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110561_20190211130230_338.JPG,train
192,3121,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200090_20190220101118_3121.JPG,train
193,3072,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200034_20190220100624_3072.JPG,train
194,4017,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300108_20190130063752_4017.JPG,train
195,2160,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02230164_20190223031027_2160.JPG,train
196,2420,linja,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_03010351_20190301103026_2420.JPG,train
197,2832,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_01300160_20190130064107_2832.JPG,train
198,2698,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110802_20190211224537_2698.JPG,train
199,662,linja,20190801_vqQ4_AucklandIsland_B2_2_1_SD117_20190215_02120444_20190212044735_cat_662.JPG,train
200,3077,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200043_20190220100649_3077.JPG,train
201,2594,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110661_20190211170235_2594.JPG,train
202,2669,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110766_20190211203848_2669.JPG,train
203,4145,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200025_20190220100603_4145.JPG,train
204,2653,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110749_20190211203706_2653.JPG,test
205,4141,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200011_20190220100527_4141.JPG,test
206,2913,matt,20190801_Y4bG_AucklandIsland_A2_2_38_SD38_20190219_02020355_20190202043047_2913.JPG,train
207,3194,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250289_20190225004032_3194.JPG,test
208,1294,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160048_20190216185832_1294.JPG,train
209,1126,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160334_20190216061050_1126.JPG,train
210,2651,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110747_20190211203702_2651.JPG,train
211,1389,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160143_20190216190356_1389.JPG,train
212,2599,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110671_20190211171328_2599.JPG,train
213,679,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02120872_20190212113101_679.JPG,test
214,61,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100089_20190210160015_61.JPG,train
215,345,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110568_20190211130248_345.JPG,train
216,4156,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200118_20190220101219_4156.JPG,train
217,1048,linja,20190801_iLT8_AucklandIsland_B2_2_1_SD111_20190222_02160256_20190216060526_1048.JPG,train
218,1283,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160037_20190216185752_1283.JPG,test
219,1321,linja,20190801_g7RF_AucklandIsland_C1_6_45_SD125_20190220_02160075_20190216185950_1321.JPG,train
220,211,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100240_20190210162315_211.JPG,train
221,2565,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02110556_20190211130138_2565.JPG,test
222,2458,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100281_20190210172620_2458.JPG,test
223,2441,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100059_20190210155552_2441.JPG,train
224,3099,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02200065_20190220100957_3099.JPG,train
225,144,bethilda,20190801_4v26_AucklandIsland_A1_2_3_SD98_20190220_100EK113_02100172_20190210161221_144.JPG,test
226,3192,matt,20190801_kW8J_AucklandIsland_A2_3_41_SD15_20190304_02250273_20190225004002_3192.JPG,train
227,478,taki,20190801_A5M9_AucklandIsland_D2_2_N_SD61_20190212_100EK113_02060796_20190206044908_478.JPG,train
228,2355,nuclei,20190801_nYPb_AucklandIsland_B2_2_1_SD21_20190302_02240327_20190224215108_2355.JPG,test
